tweet_id,favorites,retweet_count
821044531881721856,12553,2240
820837357901512704,0,6634
820749716845686786,31258,9740
820690176645140481,12111,3186
820494788566847489,0,555
820446719150292993,0,2537
820314633777061888,3314,555
820078625395449857,19624,6196
820013781606658049,0,1160
819952236453363712,5279,1160
819924195358416896,12812,4817
819711362133872643,13261,3072
819588359383371776,9574,1970
819347104292290561,7165,1186
819238181065359361,2242,403
819227688460238848,22888,6634
819015337530290176,0,36483
819015331746349057,0,18784
819006400881917954,44981,18784
819004803107983360,86324,36483
818646164899774465,0,20715
818627210458333184,22238,7458
818614493328580609,9762,2520
818588835076603904,0,6043
818536468981415936,10792,2414
818307523543449600,0,7967
818259473185828864,10922,2226
818145370475810820,12163,2532
817908911860748288,4810,791
817827839487737858,51199,26749
817777686764523521,10674,2650
817536400337801217,11681,2924
817502432452313088,0,3353
817423860136083457,33519,14498
817415592588222464,5557,935
817181837579653120,0,8376
817171292965273600,8697,1999
817120970343411712,12139,2570
817056546584727552,8524,1625
816829038950027264,0,4670
816816676327063552,9934,2018
816697700272001025,9701,2156
816450570814898180,30214,7967
816336735214911488,8551,1929
816091915477250048,8866,2109
816062466425819140,0,1005
816014286006976512,0,5209
815990720817401858,4909,1005
815966073409433600,22246,8376
815745968457060357,0,4089
815736392542261248,9784,2239
815639385530101762,8171,1635
815390420867969024,10302,3781
814986499976527872,7609,1264
814638523311648768,11190,2669
814578408554463233,0,5782
814530161257443328,8592,1841
814153002265309185,28602,8584
813944609378369540,0,3155
813910438903693312,9256,1846
813812741911748608,36249,13850
813800681631023104,8273,1741
813217897535406080,18550,7241
813202720496779264,9193,1803
813187593374461952,19753,4318
813172488309972993,9219,1905
813157409116065792,7737,2191
813142292504645637,8446,2365
813130366689148928,4466,445
813127251579564032,11766,3104
813112105746448384,10258,2719
813096984823349248,10525,3606
813081950185472002,9854,2765
813066809284972545,7907,1938
813051746834595840,20889,7313
812781120811126785,7522,1890
812709060537683968,6585,1427
812503143955202048,6036,1205
812466873996607488,7937,1922
812372279581671427,13592,3637
811985624773361665,7244,1390
811744202451197953,7512,1577
811647686436880384,5584,735
811627233043480576,12720,3057
811386762094317568,20841,6337
810984652412424192,5305,1429
810896069567610880,8970,1752
810657578271330305,10921,2623
810284430598270976,35065,11159
810254108431155201,14632,3355
809920764300447744,15508,3912
809808892968534016,0,4859
809448704142938112,6917,1460
809220051211603969,19835,5558
809084759137812480,13186,3512
808838249661788160,10088,3016
808733504066486276,7873,2152
808501579447930884,11276,2589
808344865868283904,42385,20715
808134635716833280,0,5875
808106460588765185,8785,2201
808001312164028416,12501,3518
807621403335917568,14534,3592
807106840509214720,117750,55023
807059379405148160,0,7295
807010152071229440,13047,3850
806629075125202948,74367,34406
806620845233815552,0,5500
806576416489959424,4878,1950
806542213899489280,10192,2349
806242860592926720,0,11558
806219024703037440,6430,1186
805958939288408065,0,5335
805932879469572096,8258,1917
805826884734976000,6537,1807
805823200554876929,0,7967
805520635690676224,5734,1649
805487436403003392,8770,2514
805207613751304193,7828,1708
804738756058218496,13666,3802
804475857670639616,6120,2002
804413760345620481,0,3217
804026241225523202,44301,16009
803773340896923648,10031,2726
803692223237865472,0,7398
803638050916102144,10917,4128
803380650405482500,7742,1868
803321560782307329,0,5298
803276597545603072,10001,2441
802952499103731712,8987,1988
802624713319034886,0,2900
802600418706604034,7085,1454
802572683846291456,8921,2488
802323869084381190,16136,5799
802265048156610565,6913,1369
802239329049477120,9065,2611
802185808107208704,0,273
801958328846974976,7730,1716
801854953262350336,1790,235
801538201127157760,8207,2052
801285448605831168,6033,815
801167903437357056,24398,5875
801127390143516673,0,3935
801115127852503040,8048,2097
800859414831898624,688,97
800855607700029440,0,1607
800751577355128832,10553,2780
800513324630806528,13098,2976
800459316964663297,9483,2167
800443802682937345,0,4301
800388270626521089,11130,2790
800188575492947969,0,3923
800141422401830912,15240,2537
800018252395122689,28287,13075
799774291445383169,0,4660
799757965289017345,8367,2157
799422933579902976,8051,1920
799308762079035393,0,5433
799297110730567681,9843,2741
799063482566066176,8052,2467
798933969379225600,13038,4427
798925684722855936,7497,1435
798705661114773508,0,6611
798701998996647937,0,7741
798697898615730177,0,6491
798694562394996736,0,4927
798686750113755136,0,2329
798682547630837760,0,4720
798673117451325440,0,5534
798665375516884993,0,3885
798644042770751489,0,1844
798628517273620480,0,1967
798585098161549313,0,5659
798576900688019456,0,5813
798340744599797760,0,3310
798209839306514432,10396,2546
797971864723324932,11552,3097
797545162159308800,14529,4852
797236660651966464,19903,6535
797165961484890113,225,26
796904159865868288,0,8878
796865951799083009,7665,1910
796759840936919040,11785,3013
796563435802726400,0,7211
796484825502875648,7558,1746
796387464403357696,10966,4113
796177847564038144,0,14194
796149749086875649,32145,14194
796125600683540480,4955,1801
796116448414461957,9072,2407
796080075804475393,8439,2294
796031486298386433,10770,3701
795464331001561088,49414,23438
795400264262053889,10006,2848
795076730285391872,16149,5414
794983741416415232,0,3353
794926597468000259,10206,2302
794355576146903043,0,10214
794332329137291264,9575,2669
794205286408003585,9209,3302
793962221541933056,16782,4859
793845145112371200,9189,1846
793614319594401792,0,3112
793601777308463104,7952,1607
793500921481273345,10642,2360
793286476301799424,24533,9115
793271401113350145,8676,2378
793256262322548741,19936,8290
793241302385262592,10485,3276
793226087023144960,9790,2868
793210959003287553,8905,2780
793195938047070209,15220,5598
793180763617361921,6920,1987
793165685325201412,9354,2763
793150605191548928,6153,1690
793135492858580992,6386,2484
793120401413079041,12610,3899
792913359805018113,14280,3950
792883833364439040,11268,4247
792773781206999040,7339,1663
792394556390137856,13374,4273
792050063153438720,7127,1782
791821351946420224,0,20970
791784077045166082,0,9511
791780927877898241,0,3799
791774931465953280,44965,22060
791672322847637504,11714,3112
791406955684368384,13115,4089
791312159183634433,8739,2517
791026214425268224,0,4067
790987426131050500,9788,2122
790946055508652032,16611,4670
790723298204217344,0,2295
790698755171364864,8188,1913
790581949425475584,20598,7088
790337589677002753,7793,1869
790277117346975746,12521,3155
790227638568808452,0,3545
789986466051088384,9219,2295
789960241177853952,0,4087
789903600034189313,10302,4107
789628658055020548,7457,1752
789599242079838210,6721,1912
789530877013393408,11693,3353
789314372632018944,8616,2281
789280767834746880,0,4893
789268448748703744,9086,2592
789137962068021249,9691,2774
788908386943430656,27353,12411
788765914992902144,27226,10214
788552643979468800,0,7116
788412144018661376,15484,5228
788178268662984705,7199,2083
788150585577050112,6100,1266
788070120937619456,0,3412
788039637453406209,6098,1299
787810552592695296,8576,3025
787717603741622272,10232,2757
787397959788929025,10838,2831
787322443945877504,7740,1729
787111942498508800,0,6696
786963064373534720,26541,7921
786729988674449408,0,2410
786709082849828864,18161,6068
786664955043049472,10545,2521
786595970293370880,9416,3107
786363235746385920,10836,3467
786286427768250368,7936,2807
786233965241827333,15158,4682
786051337297522688,1420,154
786036967502913536,0,6948
785927819176054784,11327,3154
785872687017132033,6665,1789
785639753186217984,7822,2217
785533386513321988,9055,1976
785515384317313025,6089,1242
785264754247995392,7225,1605
785170936622350336,11954,4779
784826020293709826,10054,3217
784517518371221505,8921,2502
784431430411685888,5689,1260
784183165795655680,19937,7967
784057939640352768,29590,10992
783839966405230592,29819,10684
783821107061198850,7316,1948
783695101801398276,10420,3177
783466772167098368,8402,2218
783391753726550016,16780,5403
783347506784731136,0,5481
783334639985389568,28942,11558
783085703974514689,8108,2173
782969140009107456,23987,7295
782747134529531904,7423,1396
782722598790725632,17155,5335
782598640137187329,7740,1857
782305867769217024,16545,5491
782021823840026624,0,6129
781955203444699136,11058,3329
781661882474196992,10361,2688
781655249211752448,3964,1121
781524693396357120,20625,5500
781308096455073793,7097,2529
781251288990355457,8369,2057
781163403222056960,9737,2721
780931614150983680,21468,7211
780858289093574656,7132,1981
780800785462489090,5439,1282
780601303617732608,12008,3330
780543529827336192,6251,1730
780496263422808064,0,3635
780476555013349377,0,109
780459368902959104,5256,1064
780192070812196864,8633,2208
780092040432480260,0,2270
780074436359819264,12061,4891
779834332596887552,18717,6948
779377524342161408,8709,3075
779124354206535695,0,18042
779056095788752897,14631,4471
778990705243029504,19762,7095
778774459159379968,0,9757
778764940568104960,860,360
778748913645780993,6825,1288
778650543019483137,5710,1475
778624900596654080,4593,999
778408200802557953,13499,4265
778396591732486144,0,12053
778383385161035776,5766,1087
778286810187399168,10275,3250
778039087836069888,8419,2603
778027034220126208,6494,1585
777953400541634568,0,3479
777885040357281792,6296,1604
777684233540206592,11129,2900
777641927919427584,0,4171
777621514455814149,8643,2473
777189768882946048,14127,4252
776819012571455488,0,13482
776813020089548800,4831,1189
776477788987613185,8728,2729
776249906839351296,0,8978
776218204058357768,29574,15605
776201521193218049,9511,2483
776113305656188928,11638,4301
776088319444877312,1819,147
775898661951791106,0,16526
775842724423557120,11585,2617
775733305207554048,13743,3935
775729183532220416,12859,4538
775364825476165632,7312,2915
775350846108426240,10060,3848
775085132600442880,15380,4660
774757898236878852,8512,1760
774639387460112384,6649,1698
774314403806253056,21532,5433
773985732834758656,10612,3799
773922284943896577,6323,1722
773704687002451968,6515,1602
773670353721753600,5296,1289
773547596996571136,21873,6043
773336787167145985,0,4989
773308824254029826,23019,7368
773247561583001600,9347,3212
773191612633579521,9869,4058
772877495989305348,8457,3808
772826264096874500,7952,2318
772615324260794368,0,3330
772581559778025472,6405,1674
772193107915964416,5956,1363
772152991789019136,3765,1115
772117678702071809,3727,727
772114945936949249,2695,461
772102971039580160,3951,926
771908950375665664,6499,1864
771770456517009408,11855,3310
771500966810099713,8166,2566
771380798096281600,10347,4989
771171053431250945,0,7324
771136648247640064,9033,2878
771102124360998913,6156,1416
771014301343748096,6795,1625
770787852854652928,4869,1185
770772759874076672,5112,1397
770655142660169732,7247,1742
770414278348247044,6254,2060
770293558247038976,6149,1441
770093767776997377,0,2995
770069151037685760,7503,2260
769940425801170949,30878,9377
769695466921623552,6346,1654
769335591808995329,0,7607
769212283578875904,5323,1681
768970937022709760,14154,6395
768909767477751808,0,2618
768855141948723200,4128,869
768609597686943744,4065,1172
768596291618299904,4978,1257
768554158521745409,0,5725
768473857036525572,13442,3345
768193404517830656,10716,3479
767884188863397888,4684,1358
767754930266464257,15795,5298
767500508068192258,7408,2303
767191397493538821,12143,3696
767122157629476866,10051,2808
766864461642756096,0,5528
766793450729734144,4981,1334
766714921925144576,2586,371
766693177336135680,3957,780
766423258543644672,5912,1547
766313316352462849,6692,1856
766078092750233600,0,2568
766069199026450432,4162,836
766008592277377025,3693,489
765719909049503744,7127,2120
765669560888528897,5120,1210
765395769549590528,26293,3337
765371061932261376,6972,2135
765222098633691136,11465,3330
764857477905154048,6362,1750
764259802650378240,5929,1475
763956972077010945,751,54
763837565564780549,12378,4067
763183847194451968,5302,1442
763167063695355904,0,2945
763103485927849985,7267,2265
762699858130116608,11952,3545
762471784394268675,11046,6283
762464539388485633,10148,4087
762316489655476224,4728,1093
762035686371364864,31353,15242
761976711479193600,5320,1965
761750502866649088,0,3832
761745352076779520,4212,846
761672994376806400,48699,28499
761599872357261312,4067,1169
761371037149827077,0,17709
761334018830917632,5115,1426
761292947749015552,4413,1065
761227390836215808,5246,1531
761004547850530816,11156,3412
760893934457552897,3753,950
760656994973933572,6482,1871
760641137271070720,4901,1271
760539183865880579,7443,3549
760521673607086080,4144,1367
760290219849637889,26377,11245
760252756032651264,3892,853
760190180481531904,5594,1756
760153949710192640,0,30
759943073749200896,5859,2035
759923798737051648,14464,5528
759846353224826880,6630,1927
759793422261743616,5855,1868
759557299618865152,4610,1167
759447681597108224,8345,2410
759446261539934208,1643,475
759197388317847553,5985,1909
759159934323924993,0,1131
759099523532779520,14272,4067
759047813560868866,6382,1965
758854675097526272,3494,879
758828659922702336,11023,3768
758740312047005698,5645,1582
758474966123810816,3734,982
758467244762497024,4715,2172
758405701903519748,5123,1871
758355060040593408,3333,1037
758099635764359168,18715,9757
758041019896193024,2648,364
757741869644341248,6761,3183
757729163776290825,0,7725
757725642876129280,4464,1186
757611664640446465,4483,1082
757597904299253760,0,294
757596066325864448,4258,1033
757400162377592832,14869,6693
757393109802180609,5709,1695
757354760399941633,4442,1387
756998049151549440,6174,1943
756939218950160384,6520,1958
756651752796094464,4956,1266
756526248105566208,10226,3499
756303284449767430,3863,1085
756288534030475264,43247,17294
756275833623502848,6291,1503
755955933503782912,7172,2816
755206590534418437,16153,5233
755110668769038337,20815,10858
754874841593970688,0,7716
754856583969079297,6779,2457
754747087846248448,2539,507
754482103782404096,5192,1909
754449512966619136,3675,720
754120377874386944,7751,2302
753655901052166144,5740,2128
753420520834629632,7738,3468
753398408988139520,5644,1860
753375668877008896,7498,2270
753298634498793472,0,5554
753294487569522689,3300,1015
753039830821511168,36413,20391
753026973505581056,3853,937
752932432744185856,12378,6696
752917284578922496,6809,1536
752701944171524096,0,2788
752682090207055872,5900,1557
752660715232722944,4297,1519
752568224206688256,5387,2223
752519690950500352,7237,3370
752334515931054080,3748,1068
752309394570878976,0,15827
752173152931807232,5841,1787
751950017322246144,3006,892
751937170840121344,5083,1286
751830394383790080,5700,1897
751793661361422336,5699,2833
751598357617971201,7786,2973
751583847268179968,4306,1072
751538714308972544,4943,1230
751456908746354688,3156,978
751251247299190784,12274,5738
751205363882532864,6198,1766
751132876104687617,4962,1272
750868782890057730,4678,1326
750719632563142656,12913,4893
750506206503038976,4362,1120
750429297815552001,12910,4171
750383411068534784,4467,1121
750381685133418496,682,27
750147208377409536,3038,937
750132105863102464,3538,1260
750117059602808832,4250,1277
750101899009982464,2981,823
750086836815486976,2128,520
750071704093859840,7675,3235
750056684286914561,3102,878
750041628174217216,3105,596
750026558547456000,2664,767
750011400160841729,3173,884
749996283729883136,2995,800
749981277374128128,5011,2407
749774190421639168,4580,1291
749417653287129088,5974,1604
749403093750648834,2562,517
749395845976588288,8378,3349
749317047558017024,5384,2182
749075273010798592,5635,2025
749064354620928000,4703,1494
749036806121881602,3032,769
748977405889503236,10559,3302
748932637671223296,5680,2189
748705597323898880,2720,926
748699167502000129,4650,1545
748692773788876800,4165,1299
748575535303884801,5940,1933
748568946752774144,2164,654
748346686624440324,5108,1204
748337862848962560,7457,4000
748324050481647620,3613,734
748307329658011649,3608,694
748220828303695873,13841,7575
747963614829678593,5659,2085
747933425676525569,6473,2480
747885874273214464,2872,941
747844099428986880,2759,727
747816857231626240,4740,1130
747651430853525504,1349,151
747648653817413632,12604,5689
747600769478692864,2283,544
747594051852075008,3594,1026
747512671126323200,5398,1571
747461612269887489,3787,1018
747439450712596480,5296,1862
747242308580548608,0,2831
747219827526344708,5133,1523
747204161125646336,3293,888
747103485104099331,9337,3849
746906459439529985,2843,289
746872823977771008,5853,2075
746818907684614144,5208,1696
746790600704425984,4762,1557
746757706116112384,9353,3799
746726898085036033,5917,1746
746542875601690625,4922,1836
746521445350707200,0,957
746507379341139972,4556,1057
746369468511756288,6045,1591
746131877086527488,6747,2127
746056683365994496,3491,790
745789745784041472,3929,1034
745712589599014916,6840,2260
745433870967832576,6911,2474
745422732645535745,8379,2354
745314880350101504,6991,2677
745074613265149952,7647,3377
745057283344719872,7082,2180
744995568523612160,2904,596
744971049620602880,7692,2613
744709971296780288,5469,1515
744334592493166593,6619,2048
744234799360020481,152489,75465
744223424764059648,1621,351
743980027717509120,4074,1064
743895849529389061,3573,937
743835915802583040,0,2005
743609206067040256,4364,1345
743595368194129920,17881,6333
743545585370791937,3446,915
743510151680958465,7729,3621
743253157753532416,4126,1189
743222593470234624,6048,1855
743210557239623680,3753,1327
742534281772302336,6897,3465
742528092657332225,4305,1906
742465774154047488,7087,3799
742423170473463808,9580,3635
742385895052087300,6635,1907
742161199639494656,4211,1327
742150209887731712,4978,1501
741793263812808706,4426,1465
741743634094141440,7972,2660
741438259667034112,3592,792
741303864243200000,8558,3108
741099773336379392,9732,5341
741067306818797568,9292,2995
740995100998766593,6184,2638
740711788199743490,3320,910
740699697422163968,2774,753
740676976021798912,17700,6611
740373189193256964,34134,12920
740365076218183684,2395,419
740359016048689152,3210,837
740214038584557568,6524,1904
739979191639244800,19435,5725
739932936087216128,3954,1048
739844404073074688,3707,833
739623569819336705,3665,1318
739606147276148736,5258,1598
739544079319588864,38446,20524
739485634323156992,6959,2834
739238157791694849,112753,56172
738891149612572673,104,6
738885046782832640,3672,1106
738883359779196928,3218,764
738537504001953792,4949,1480
738402415918125056,3175,800
738184450748633089,4216,1174
738166403467907072,8521,3234
738156290900254721,2437,620
737826014890496000,5119,1709
737800304142471168,9723,3348
737678689543020544,4893,1272
737445876994609152,9965,4303
737322739594330112,3500,783
737310737551491075,14248,7181
736736130620620800,4122,1665
736392552031657984,17198,7116
736365877722001409,3861,1195
736225175608430592,7874,2696
736010884653420544,7663,2877
735991953473572864,3492,1105
735648611367784448,3931,1069
735635087207878657,5990,2269
735274964362878976,12649,4848
735256018284875776,3235,848
735137028879360001,3045,940
734912297295085568,2676,511
734787690684657664,12173,6092
734776360183431168,2430,517
734559631394082816,1447,383
733828123016450049,3479,752
733822306246479872,3564,990
733482008106668032,3039,913
733460102733135873,4058,1233
733109485275860992,51897,16526
732732193018155009,2365,517
732726085725589504,3456,863
732585889486888962,3559,755
732375214819057664,7842,2424
732005617171337216,14442,5209
731285275100512256,3397,965
731156023742988288,3730,1225
