tweet_id,favorites,retweet_count
730924654643314689,5973,1912
730573383004487680,4741,2069
730427201120833536,3385,1009
730211855403241472,3709,1027
730196704625098752,4698,1822
729854734790754305,3917,1081
729838605770891264,1681,367
729823566028484608,3856,1205
729463711119904772,5615,2236
729113531270991872,1825,308
728986383096946689,3058,789
728760639972315136,4529,1641
728751179681943552,2682,651
728653952833728512,3216,1002
728409960103686147,4758,1922
728387165835677696,3597,928
728046963732717569,4162,1162
728035342121635841,4414,1618
728015554473250816,4003,1066
727685679342333952,2874,616
727644517743104000,5698,1686
727524757080539137,4343,1178
727314416056803329,3238,715
727286334147182592,2964,789
727175381690781696,3798,1340
727155742655025152,3522,1278
726935089318363137,6663,2347
726887082820554753,3715,1465
726828223124897792,3460,972
726224900189511680,4288,1102
725842289046749185,6873,2568
725786712245440512,4056,1329
725729321944506368,5061,1715
725458796924002305,1377,594
724983749226668032,3628,1261
724771698126512129,2274,610
724405726123311104,5129,1599
724049859469295616,4213,1717
724046343203856385,2581,539
724004602748780546,4073,1488
723912936180330496,3771,1186
723688335806480385,7446,2829
723673163800948736,2931,856
723179728551723008,5140,1786
722974582966214656,3974,1515
722613351520608256,4833,1578
721503162398597120,4481,1762
721001180231503872,2458,589
720785406564900865,3019,739
720775346191278080,2394,639
720415127506415616,4010,1448
720389942216527872,6177,2412
720340705894408192,2777,943
720059472081784833,3744,1081
720043174954147842,4778,1937
719991154352222208,4688,1680
719704490224398336,4405,1376
719551379208073216,4911,1824
719367763014393856,2711,718
719339463458033665,4303,1188
719332531645071360,3331,915
718971898235854848,3372,1041
718939241951195136,5094,1691
718631497683582976,18313,7741
718613305783398402,2360,463
718540630683709445,2373,975
718460005985447936,2617,507
718454725339934721,4717,1461
718246886998687744,1850,479
718234618122661888,3752,956
717841801130979328,2380,580
717790033953034240,2784,1065
717537687239008257,5601,1779
717428917016076293,1570,431
717421804990701568,3061,811
717047459982213120,6095,1858
717009362452090881,3139,927
716802964044845056,4155,1132
716791146589110272,7953,1520
716730379797970944,1198,414
716447146686459905,12658,5648
716439118184652801,2317,202
716285507865542656,2688,1012
716080869887381504,6572,1837
715928423106027520,3094,850
715758151270801409,3604,1379
715733265223708672,4532,1632
715704790270025728,2693,551
715696743237730304,3792,1252
715680795826982913,4162,1555
715360349751484417,5306,1510
715342466308784130,2958,666
715220193576927233,2352,625
715200624753819648,4988,1803
715009755312439296,4017,1181
714982300363173890,3608,1000
714962719905021952,7125,4104
714957620017307648,4020,1363
714631576617938945,3182,958
714606013974974464,3523,892
714485234495041536,2585,1086
714258258790387713,2945,703
714251586676113411,3177,807
714214115368108032,2210,840
714141408463036416,4193,1352
713919462244790272,3200,765
713909862279876608,1840,520
713900603437621249,2754,707
713761197720473600,4706,1316
713411074226274305,4290,1258
713177543487135744,7002,2757
713175907180089344,4323,1426
712809025985978368,18483,6491
712717840512598017,11941,4786
712668654853337088,4056,1174
712438159032893441,5163,1513
712309440758808576,231,25
712097430750289920,3659,998
712092745624633345,2852,856
712085617388212225,3178,470
712065007010385924,2188,601
711998809858043904,0,123
711968124745228288,7801,2228
711743778164514816,2757,960
711732680602345472,8560,3946
711694788429553666,31883,17709
711652651650457602,3731,883
711363825979756544,3522,1091
711306686208872448,3203,712
711008018775851008,2908,589
710997087345876993,4440,1336
710844581445812225,2471,657
710833117892898816,2609,512
710658690886586372,2245,543
710609963652087808,4660,2294
710588934686908417,4395,1797
710296729921429505,2316,715
710283270106132480,2091,503
710272297844797440,4400,1207
710269109699739648,2326,1078
710153181850935296,2826,864
710140971284037632,2674,851
710117014656950272,5304,1906
709918798883774466,3399,1053
709901256215666688,645,99
709852847387627521,3414,1160
709566166965075968,3454,1157
709556954897764353,3193,1034
709519240576036864,1454,228
709449600415961088,2148,550
709409458133323776,2537,655
709225125749587968,2350,553
709207347839836162,12120,5573
709198395643068416,2379,619
709179584944730112,1950,648
709158332880297985,1977,401
709042156699303936,4592,1574
708853462201716736,1759,640
708845821941387268,2896,866
708834316713893888,1639,485
708810915978854401,15996,6690
708738143638450176,2679,784
708711088997666817,2458,693
708479650088034305,2473,657
708469915515297792,3018,787
708400866336894977,15485,9724
708356463048204288,3476,1272
708349470027751425,2290,715
708149363256774660,4180,1506
708130923141795840,3290,826
708119489313951744,2620,949
708109389455101952,1895,536
708026248782585858,4275,1865
707995814724026368,3042,1092
707983188426153984,48,2
707969809498152960,2620,931
707776935007539200,3179,925
707741517457260545,2415,590
707738799544082433,3972,2383
707693576495472641,3304,957
707629649552134146,2497,837
707610948723478529,16490,6129
707420581654872064,2195,672
707411934438625280,2234,580
707387676719185920,3396,1237
707377100785885184,3183,1055
707315916783140866,2408,617
707297311098011648,2705,757
707059547140169728,2526,652
707038192327901184,2126,760
707021089608753152,3972,1308
707014260413456384,2253,581
706904523814649856,14138,7607
706901761596989440,1992,566
706681918348251136,3207,946
706644897839910912,2497,1054
706593038911545345,2096,611
706538006853918722,3377,1384
706516534877929472,3033,1001
706346369204748288,3358,899
706310011488698368,20671,7650
706291001778950144,1660,463
706265994973601792,2664,902
706169069255446529,3796,2139
706166467411222528,5008,1553
706153300320784384,1439,373
705975130514706432,3016,707
705970349788291072,3094,868
705898680587526145,2302,534
705786532653883392,1877,500
705591895322394625,3086,1112
705475953783398401,2881,881
705442520700944385,4294,1567
705428427625635840,3698,1619
705239209544720384,2908,732
705223444686888960,2523,775
705102439679201280,2083,502
705066031337840642,2132,598
704871453724954624,4162,1089
704859558691414016,2187,520
704847917308362754,4928,1470
704819833553219584,2567,950
704761120771465216,6458,2831
704499785726889984,2832,983
704491224099647488,729,75
704480331685040129,3297,1035
704364645503647744,7768,3442
704347321748819968,1532,339
704134088924532736,1467,441
704113298707505153,1806,556
704054845121142784,2839,890
703774238772166656,1788,441
703769065844768768,3179,1103
703631701117943808,2502,655
703611486317502464,3727,1482
703425003149250560,3699,1322
703407252292673536,2365,673
703382836347330562,3411,1109
703356393781329922,1861,373
703268521220972544,1928,527
703079050210877440,7191,2980
703041949650034688,25585,12053
702932127499816960,2515,697
702899151802126337,1569,438
702684942141153280,3142,1033
702671118226825216,2135,543
702598099714314240,11903,3334
702539513671897089,2801,926
702332542343577600,3090,1501
702321140488925184,3189,1013
702276748847800320,2405,751
702217446468493312,4656,1301
701981390485725185,3344,956
701952816642965504,3740,993
701889187134500865,3447,1343
701805642395348998,3321,1616
701601587219795968,2035,439
701570477911896070,2737,901
701545186879471618,2588,591
701214700881756160,11870,4927
700890391244103680,2158,548
700864154249383937,2527,605
700847567345688576,2393,485
700796979434098688,2369,907
700747788515020802,22185,8978
700518061187723268,2538,770
700505138482569216,2230,549
700462010979500032,4005,1721
700167517596164096,2563,709
700151421916807169,2183,650
700143752053182464,7317,2618
700062718104104960,2577,665
700029284593901568,2019,570
700002074055016451,3218,1297
699801817392291840,2956,919
699788877217865730,2173,496
699779630832685056,2662,1194
699775878809702401,1905,583
699691744225525762,10015,4456
699446877801091073,5789,2536
699434518667751424,2113,498
699423671849451520,1321,310
699413908797464576,2031,609
699370870310113280,1846,425
699323444782047232,3068,837
699088579889332224,2188,610
699079609774645248,2378,630
699072405256409088,2897,1149
699060279947165696,3640,1743
699036661657767936,2539,1168
698989035503689728,3257,945
698953797952008193,2607,885
698907974262222848,2468,603
698710712454139905,2402,659
698703483621523456,1413,361
698635131305795584,1260,333
698549713696649216,2256,604
698355670425473025,1803,432
698342080612007937,2211,933
698262614669991936,4642,1935
698195409219559425,16331,5782
698178924120031232,2735,718
697995514407682048,1481,326
697990423684476929,3194,1252
697943111201378304,2327,655
697881462549430272,2935,1127
697630435728322560,1701,526
697616773278015490,3068,981
697596423848730625,2930,1225
697575480820686848,1989,485
697516214579523584,1997,1077
697482927769255936,2352,647
697463031882764288,3333,1363
697270446429966336,4581,1821
697259378236399616,3208,974
697255105972801536,2982,1118
697242256848379904,2456,645
696900204696625153,3083,994
696894894812565505,2276,664
696886256886657024,4719,1740
696877980375769088,2382,687
696754882863349760,1442,352
696744641916489729,2016,902
696713835009417216,2312,627
696518437233913856,3808,1663
696490539101908992,1185,138
696488710901260288,2449,991
696405997980676096,3114,1123
696100768806522880,1876,631
695816827381944320,2933,1123
695794761660297217,3076,746
695767669421768709,1810,716
695629776980148225,4453,2029
695446424020918272,4285,1759
695409464418041856,8447,3470
695314793360662529,3531,1406
695095422348574720,2565,595
695074328191332352,2768,1063
695064344191721472,1558,574
695051054296211456,2588,769
694925794720792577,2624,888
694905863685980160,2669,909
694669722378485760,34884,13902
694356675654983680,1467,279
694352839993344000,1981,594
694342028726001664,1542,473
694329668942569472,1940,487
694206574471057408,4049,1977
694183373896572928,2867,899
694001791655137281,3316,991
693993230313091072,1827,391
693942351086120961,1701,355
693647888581312512,2616,564
693644216740769793,1315,119
693642232151285760,2470,398
693629975228977152,2382,771
693622659251335168,1498,361
693590843962331137,4910,1893
693582294167244802,1602,238
693486665285931008,1725,613
693280720173801472,3262,1203
693267061318012928,2317,790
693262851218264065,2150,482
693231807727280129,2795,719
693155686491000832,7680,3115
693109034023534592,1664,591
693095443459342336,1807,442
692919143163629568,2609,731
692905862751522816,2357,845
692901601640583168,1711,583
692894228850999298,2203,769
692828166163931137,2796,862
692752401762250755,6622,3529
692568918515392513,4239,1483
692535307825213440,3070,1317
692530551048294401,1782,399
692423280028966913,1436,220
692417313023332352,9126,3353
692187005137076224,2467,789
692158366030913536,2092,764
692142790915014657,1606,379
692041934689402880,3310,1226
692017291282812928,2813,925
691820333922455552,3860,1598
691793053716221953,7928,4097
691756958957883396,2764,962
691675652215414786,1901,493
691483041324204033,2325,543
691459709405118465,3934,1103
691444869282295808,2573,823
691416866452082688,18813,7397
691321916024623104,2506,639
691096613310316544,2886,854
691090071332753408,1677,325
690989312272396288,5742,2780
690959652130045952,3478,1207
690938899477221376,3986,1887
690932576555528194,3194,983
690735892932222976,3687,1225
690728923253055490,2117,501
690690673629138944,2260,798
690649993829576704,1262,266
690607260360429569,291,17
690597161306841088,1900,583
690400367696297985,1836,433
690374419777196032,3165,817
690360449368465409,2592,855
690348396616552449,1465,498
690248561355657216,1634,403
690021994562220032,2719,995
690015576308211712,2423,712
690005060500217858,3567,1625
689999384604450816,1375,354
689993469801164801,1416,432
689977555533848577,1335,433
689905486972461056,2382,677
689877686181715968,2954,1122
689835978131935233,2107,724
689661964914655233,3142,905
689659372465688576,10089,3729
689623661272240129,2167,622
689599056876867584,11335,5334
689557536375177216,1994,442
689517482558820352,3307,1388
689289219123089408,2195,903
689283819090870273,3172,1061
689280876073582592,1930,683
689275259254616065,1113,236
689255633275777024,2489,1049
689154315265683456,3001,960
689143371370250240,1962,488
688916208532455424,2641,834
688908934925697024,2053,739
688898160958271489,2037,756
688894073864884227,2184,662
688828561667567616,1348,357
688804835492233216,943,184
688789766343622656,2157,640
688547210804498433,2527,675
688519176466644993,2260,708
688385280030670848,9036,4330
688211956440801280,2180,802
688179443353796608,2075,566
688116655151435777,2753,748
688064179421470721,1692,351
687841446767013888,5322,2421
687826841265172480,2674,1087
687818504314159109,2414,924
687807801670897665,2329,693
687732144991551489,1710,641
687704180304273409,2373,817
687664829264453632,1886,493
687494652870668288,1844,559
687480748861947905,1562,232
687476254459715584,1929,516
687460506001633280,2009,530
687399393394311168,1842,599
687317306314240000,19614,8878
687312378585812992,4246,1837
687127927494963200,5289,2200
687124485711986689,2124,490
687109925361856513,5647,2377
687102708889812993,2284,941
687096057537363968,2179,589
686947101016735744,8411,3089
686760001961103360,3427,1341
686749460672679938,3394,1408
686730991906516992,4030,1161
686683045143953408,2752,779
686618349602762752,3603,1318
686606069955735556,1839,526
686394059078897668,1695,668
686386521809772549,3176,855
686377065986265092,2144,550
686358356425093120,2125,644
686286779679375361,3907,1617
686050296934563840,2165,706
686035780142297088,1115,112
686034024800862208,2991,1108
686007916130873345,2415,399
686003207160610816,1783,602
685973236358713344,2039,505
685943807276412928,1585,575
685906723014619143,7287,2772
685681090388975616,1976,118
685667379192414208,2293,546
685663452032069632,3142,1412
685641971164143616,2854,753
685547936038666240,32009,15068
685532292383666176,2940,1118
685325112850124800,9178,3832
685321586178670592,2575,607
685315239903100929,3207,1008
685307451701334016,2021,421
685268753634967552,3017,1161
685198997565345792,2274,648
685169283572338688,4005,1388
684969860808454144,2328,356
684959798585110529,6625,3026
684940049151070208,3123,1007
684926975086034944,3396,450
684914660081053696,3404,1408
684902183876321280,1815,509
684880619965411328,2027,781
684830982659280897,34087,20970
684800227459624960,2656,972
684594889858887680,8658,3393
684588130326986752,4002,1369
684567543613382656,2925,1171
684538444857667585,2586,919
684481074559381504,3779,1136
684460069371654144,1923,542
684241637099323392,7897,3157
684225744407494656,1201,199
684222868335505415,3727,1315
684200372118904832,2093,1006
684195085588783105,1851,491
684188786104872960,3399,1127
684177701129875456,1961,642
684147889187209216,2918,1473
684122891630342144,1953,455
684097758874210310,3993,1391
683857920510050305,3702,1083
683852578183077888,1887,334
683849932751646720,2544,921
683834909291606017,2553,1080
683828599284170753,2720,1030
683773439333797890,3250,1299
683742671509258241,6287,3195
683515932363329536,7133,2788
683498322573824003,3088,936
683481228088049664,2597,968
683462770029932544,2357,650
683449695444799489,3769,1559
683391852557561860,7432,2329
683357973142474752,2816,887
683142553609318400,2794,1006
683111407806746624,3312,881
683098815881154561,2115,633
683078886620553216,1946,546
683030066213818368,2110,719
682962037429899265,35696,15889
682808988178739200,1729,161
682788441537560576,2408,1074
682750546109968385,1483,420
682697186228989953,1281,350
682662431982772225,2973,1040
682638830361513985,2013,576
682429480204398592,3339,1115
682406705142087680,7348,1693
682393905736888321,2172,642
682389078323662849,1614,450
682303737705140231,2967,943
682259524040966145,4018,1151
682242692827447297,3138,1112
682088079302213632,17710,9511
682059653698686977,4801,1615
682047327939461121,3108,909
682032003584274432,6402,1922
682003177596559360,3029,1461
681981167097122816,2736,998
681891461017812993,2400,784
681694085539872773,12455,3923
681679526984871937,1715,426
681654059175129088,2564,886
681610798867845120,1839,448
681579835668455424,3441,1254
681523177663676416,13868,5554
681340665377193984,1601,269
681339448655802368,9032,3946
681320187870711809,2566,714
681302363064414209,3815,1749
681297372102656000,3123,913
681281657291280384,3143,1060
681261549936340994,1415,260
681242418453299201,1439,509
681231109724700672,2342,467
681193455364796417,3589,1422
680970795137544192,2341,630
680959110691590145,4452,1938
680940246314430465,3097,1006
680934982542561280,2036,419
680913438424612864,2340,598
680889648562991104,1710,354
680836378243002368,3356,1269
680805554198020098,2088,643
680801747103793152,2316,793
680798457301471234,2761,996
680609293079592961,2547,670
680583894916304897,3514,1279
680497766108381184,4116,1838
680494726643068929,1674,470
680473011644985345,2475,725
680440374763077632,1409,481
680221482581123072,1429,284
680206703334408192,2745,1119
680191257256136705,2083,480
680176173301628928,3782,1484
680161097740095489,2256,711
680145970311643136,3493,1685
680130881361686529,2227,906
680115823365742593,2646,869
680100725817409536,3481,1320
680085611152338944,12433,8667
680070545539371008,2506,827
679877062409191424,1923,627
679872969355714560,2133,644
679862121895714818,2384,592
679854723806179328,2769,1179
679844490799091713,2294,732
679828447187857408,35095,13482
679777920601223168,3016,1055
679736210798047232,2031,760
679729593985699840,2099,796
679722016581222400,1616,451
679530280114372609,4626,2007
679527802031484928,2554,696
679511351870550016,3258,1216
679503373272485890,3072,1410
679475951516934144,2030,617
679462823135686656,30501,18042
679405845277462528,2291,1153
679158373988876288,20563,7716
679148763231985668,2693,989
679132435750195208,2884,1112
679111216690831360,5782,2481
679062614270468097,16371,7725
679047485189439488,2170,635
679001094530465792,2744,1173
678991772295516161,2210,1105
678969228704284672,1580,435
678800283649069056,2482,859
678798276842360832,3340,1106
678774928607469569,2714,866
678767140346941444,3409,1303
678764513869611008,1580,447
678755239630127104,6842,3136
678740035362037760,3621,1587
678708137298427904,5394,2322
678675843183484930,2762,1396
678643457146150913,1977,384
678446151570427904,3865,1462
678424312106393600,5278,2433
678410210315247616,4050,1723
678399652199309312,77305,30486
678396796259975168,1541,397
678389028614488064,1798,402
678380236862578688,2345,864
678341075375947776,1666,511
678334497360859136,1252,236
678278586130948096,11007,5835
678255464182861824,1532,349
678023323247357953,1842,362
678021115718029313,13112,6043
677961670166224897,3292,1611
677918531514703872,1288,388
677895101218201600,4626,1975
677716515794329600,2932,937
677700003327029250,3261,1384
677698403548192770,1185,306
677687604918272002,2405,804
677673981332312066,3203,1436
677662372920729601,1873,903
677644091929329666,1787,771
677573743309385728,2052,669
677565715327688705,1253,438
677557565589463040,2357,1103
677547928504967168,6665,3502
677530072887205888,1027,218
677335745548390400,2925,1678
677334615166730240,1291,270
677331501395156992,1045,224
677328882937298944,3514,1434
677314812125323265,1583,510
677301033169788928,1181,385
677269281705472000,1897,674
677228873407442944,3415,1562
677187300187611136,2618,871
676975532580409345,2654,1018
676957860086095872,2148,772
676949632774234114,1253,375
676948236477857792,2064,819
676946864479084545,1664,348
676942428000112642,1986,711
676936541936185344,12220,4720
676916996760600576,2852,1723
676897532954456065,2154,693
676864501615042560,2002,668
676821958043033607,21945,14793
676819651066732545,1742,632
676811746707918848,1371,407
676776431406465024,4793,1931
676617503762681856,2758,909
676613908052996102,1036,191
676606785097199616,1816,413
676603393314578432,1111,363
676593408224403456,4373,2049
676590572941893632,879,116
676588346097852417,2206,743
676582956622721024,1142,261
676575501977128964,2465,1063
676533798876651520,1801,521
676496375194980353,1463,508
676470639084101634,11126,4447
676440007570247681,1653,627
676430933382295552,1340,321
676263575653122048,1997,513
676237365392908289,1153,268
676219687039057920,73218,29475
676215927814406144,1658,546
676191832485810177,2181,983
676146341966438401,1842,631
676121918416756736,2069,1106
676101918813499392,2710,1114
676098748976615425,2860,1344
676089483918516224,1252,415
675898130735476737,1535,538
675891555769696257,2024,812
675888385639251968,2272,905
675878199931371520,3985,1325
675870721063669760,1556,533
675853064436391936,2568,1217
675849018447167488,901,134
675845657354215424,2158,829
675822767435051008,1449,511
675820929667219457,1000,224
675798442703122432,9775,3248
675781562965868544,1544,445
675740360753160193,1113,322
675710890956750848,1793,770
675707330206547968,1883,641
675706639471788032,616,90
675534494439489536,1752,387
675531475945709568,1122,361
675522403582218240,987,272
675517828909424640,1232,439
675501075957489664,16339,5534
675497103322386432,2989,1217
675489971617296384,1230,563
675483430902214656,1759,923
675432746517426176,1446,541
675372240448454658,1605,490
675362609739206656,1006,215
675354435921575936,30911,15827
675349384339542016,3738,2146
675334060156301312,2634,1212
675166823650848770,3377,1493
675153376133427200,5925,2423
675149409102012420,3550,1596
675147105808306176,896,218
675146535592706048,1118,276
675145476954566656,2035,842
675135153782571009,1237,446
675113801096802304,1848,742
675111688094527488,909,237
675109292475830276,2661,1060
675047298674663426,1003,301
675015141583413248,2554,1111
675006312288268288,927,209
675003128568291329,1484,436
674999807681908736,2125,1041
674805413498527744,812,338
674800520222154752,2864,806
674793399141146624,2372,1026
674790488185167872,1044,235
674788554665512960,770,196
674781762103414784,1909,1122
674774481756377088,1047,445
674767892831932416,1722,730
674764817387900928,752,222
674754018082705410,1295,412
674752233200820224,1381,434
674743008475090944,1318,513
674742531037511680,460,49
674739953134403584,1043,362
674737130913071104,612,81
674690135443775488,1090,446
674670581682434048,1527,610
674664755118911488,864,230
674646392044941312,1361,457
674644256330530816,985,256
674638615994089473,1599,551
674632714662858753,1424,541
674606911342424069,888,93
674468880899788800,5909,1901
674447403907457024,1008,338
674436901579923456,1052,366
674422304705744896,1356,504
674416750885273600,656,130
674410619106390016,1140,434
674394782723014656,1434,535
674372068062928900,808,299
674330906434379776,539,71
674318007229923329,1337,486
674307341513269249,10753,6508
674291837063053312,13885,5481
674271431610523648,1472,684
674269164442398721,865,214
674265582246694913,1544,791
674262580978937856,1244,423
674255168825880576,1383,511
674082852460433408,720,156
674075285688614912,937,267
674063288070742018,6022,2041
674053186244734976,3119,1208
674051556661161984,1377,461
674045139690631169,1328,600
674042553264685056,685,118
674038233588723717,1044,397
674036086168010753,809,192
674024893172875264,1678,1146
674019345211760640,1068,285
674014384960745472,1475,600
674008982932058114,1132,332
673956914389192708,1847,898
673919437611909120,1110,349
673906403526995968,2998,1537
673887867907739649,887,239
673716320723169284,2917,704
673715861853720576,3338,1927
673711475735838725,985,281
673709992831262724,794,247
673708611235921920,1017,267
673707060090052608,1042,366
673705679337693185,1190,383
673700254269775872,1350,530
673697980713705472,3737,1830
673689733134946305,1643,606
673688752737402881,1187,460
673686845050527744,1352,404
673680198160809984,1293,434
673662677122719744,1187,344
673656262056419329,681,221
673636718965334016,1040,337
673612854080196609,1506,671
673583129559498752,1130,336
673580926094458881,781,254
673576835670777856,1307,525
673363615379013632,971,283
673359818736984064,1360,628
673355879178194945,1417,534
673352124999274496,1576,507
673350198937153538,714,195
673345638550134785,2361,1175
673343217010679808,916,251
673342308415348736,1200,534
673320132811366400,12674,7324
673317986296586240,832,235
673295268553605120,7081,2945
673270968295534593,1014,338
673240798075449344,1346,662
673213039743795200,2100,780
673148804208660480,1601,583
672997845381865473,1860,665
672995267319328768,892,269
672988786805112832,922,268
672984142909456390,1187,509
672980819271634944,1709,944
672975131468300288,1577,841
672970152493887488,891,333
672968025906282496,1254,500
672964561327235073,1341,602
672902681409806336,1289,461
672898206762672129,851,394
672884426393653248,1443,787
672877615439593473,971,328
672834301050937345,1234,533
672828477930868736,1179,458
672640509974827008,922,295
672622327801233409,1216,450
672614745925664768,1152,542
672609152938721280,1041,360
672604026190569472,1043,373
672594978741354496,1254,570
672591762242805761,896,310
672591271085670400,676,174
672538107540070400,960,340
672523490734551040,592,156
672488522314567680,1046,404
672482722825261057,1061,556
672481316919734272,678,120
672475084225949696,1365,651
672466075045466113,1277,490
672272411274932228,6044,3120
672267570918129665,1396,570
672264251789176834,1064,309
672256522047614977,2660,1424
672254177670729728,1350,694
672248013293752320,1629,559
672245253877968896,643,143
672239279297454080,846,302
672231046314901505,1710,938
672222792075620352,743,194
672205392827572224,2115,1066
672169685991993344,962,342
672160042234327040,828,333
672139350159835138,1638,647
672125275208069120,2252,1069
672095186491711488,933,341
672082170312290304,890,341
672068090318987265,1214,473
671896809300709376,8010,3885
671891728106971137,1232,528
671882082306625538,3267,1293
671879137494245376,1331,615
671874878652489728,1184,514
671866342182637568,1057,454
671855973984772097,847,403
671789708968640512,6647,3216
671768281401958400,1122,458
671763349865160704,1572,836
671744970634719232,1271,711
671743150407421952,708,222
671735591348891648,1359,699
671729906628341761,7992,4038
671561002136281088,12012,6723
671550332464455680,853,194
671547767500775424,1265,546
671544874165002241,1842,968
671542985629241344,1028,525
671538301157904385,876,355
671536543010570240,1108,372
671533943490011136,961,536
671528761649688577,790,239
671520732782923777,1314,491
671518598289059840,888,272
671511350426865664,1491,651
671504605491109889,6568,3314
671497587707535361,864,418
671488513339211776,938,444
671486386088865792,543,182
671485057807351808,716,218
671390180817915904,1353,691
671362598324076544,1042,275
671357843010908160,376,146
671355857343524864,456,112
671347597085433856,894,394
671186162933985280,687,193
671182547775299584,1048,313
671166507850801152,818,317
671163268581498880,1543,1021
671159727754231808,341,74
671154572044468225,665,205
671151324042559489,624,140
671147085991960577,622,200
671141549288370177,1086,605
671138694582165504,864,371
671134062904504320,696,176
671122204919246848,3262,2331
671115716440031232,1281,721
671109016219725825,1072,403
670995969505435648,1040,268
670842764863651840,23187,8066
670840546554966016,548,180
670838202509447168,1044,643
670833812859932673,409,113
670832455012716544,686,198
670826280409919488,5168,3770
670823764196741120,729,173
670822709593571328,570,89
670815497391357952,2970,1428
670811965569282048,1061,248
670807719151067136,1095,455
670804601705242624,1838,889
670803562457407488,322,83
670797304698376195,692,216
670792680469889025,779,256
670789397210615808,621,222
670786190031921152,559,183
670783437142401025,780,352
670782429121134593,1442,711
670780561024270336,745,267
670778058496974848,314,69
670764103623966721,1020,391
670755717859713024,412,98
670733412878163972,900,474
670727704916926465,784,329
670717338665226240,1115,445
670704688707301377,726,345
670691627984359425,554,223
670679630144274432,706,259
670676092097810432,230,38
670668383499735048,10019,4619
670474236058800128,1418,686
670468609693655041,337,82
670465786746662913,913,505
670452855871037440,516,189
670449342516494336,1134,601
670444955656130560,6331,1844
670442337873600512,608,186
670435821946826752,995,478
670434127938719744,1330,598
670433248821026816,312,103
670428280563085312,1305,572
670427002554466305,493,148
670421925039075328,1230,591
670420569653809152,579,291
670417414769758208,538,302
670411370698022913,1893,825
670408998013820928,523,204
670403879788544000,403,141
670385711116361728,527,191
670374371102445568,704,250
670361874861563904,310,60
670338931251150849,401,101
670319130621435904,3664,1131
670303360680108032,409,121
670290420111441920,653,266
670093938074779648,964,306
670086499208155136,656,231
670079681849372674,2080,1134
670073503555706880,1467,730
670069087419133954,583,220
670061506722140161,711,308
670055038660800512,625,301
670046952931721218,609,159
670040295598354432,706,104
670037189829525505,559,255
670003130994700288,314,84
669993076832759809,305,75
669972011175813120,415,142
669970042633789440,284,51
669942763794931712,472,146
669926384437997569,355,89
669923323644657664,222,53
669753178989142016,753,368
669749430875258880,244,61
669684865554620416,477,82
669683899023405056,356,102
669682095984410625,331,125
669680153564442624,629,266
669661792646373376,760,396
669625907762618368,3302,1681
669603084620980224,894,336
669597912108789760,483,140
669583744538451968,1397,858
669573570759163904,409,129
669571471778410496,1488,940
669567591774625800,220,48
669564461267722241,368,112
669393256313184256,337,69
669375718304980992,1241,675
669371483794317312,461,165
669367896104181761,429,140
669363888236994561,585,211
669359674819481600,348,112
669354382627049472,2528,1183
669353438988365824,588,241
669351434509529089,403,168
669328503091937280,953,385
669327207240699904,538,113
669324657376567296,460,193
669216679721873412,1116,377
669214165781868544,408,149
669203728096960512,942,434
669037058363662336,611,288
669015743032369152,696,346
669006782128353280,543,225
669000397445533696,19620,5896
668994913074286592,413,208
668992363537309700,699,314
668989615043424256,630,307
668988183816871936,845,426
668986018524233728,514,151
668981893510119424,502,277
668979806671884288,746,323
668975677807423489,1225,538
668967877119254528,135,21
668960084974809088,658,225
668955713004314625,258,65
668932921458302977,243,53
668902994700836864,298,92
668892474547511297,376,136
668872652652679168,494,279
668852170888998912,424,148
668826086256599040,405,124
668815180734689280,522,242
668779399630725120,671,343
668655139528511488,489,203
668645506898350081,812,488
668643542311546881,811,480
668641109086707712,1000,501
668636665813057536,968,459
668633411083464705,2614,1476
668631377374486528,662,293
668627278264475648,291,101
668625577880875008,356,120
668623201287675904,1326,692
668620235289837568,186,37
668614819948453888,578,296
668587383441514497,1567,990
668567822092664832,223,49
668544745690562560,480,212
668542336805281792,425,195
668537837512433665,238,66
668528771708952576,435,204
668507509523615744,303,95
668496999348633600,378,120
668484198282485761,394,217
668480044826800133,425,133
668466899341221888,828,471
668297328638447616,585,274
668291999406125056,228,29
668286279830867968,472,126
668274247790391296,769,217
668268907921326080,517,214
668256321989451776,1209,550
668248472370458624,896,437
668237644992782336,5789,2618
668226093875376128,273,94
668221241640230912,482,182
668204964695683073,525,182
668190681446379520,608,186
668171859951755264,455,175
668154635664932864,466,288
668142349051129856,542,259
668113020489474048,627,218
667937095915278337,1166,737
667924896115245057,277,99
667915453470232577,197,51
667911425562669056,459,271
667902449697558528,805,351
667886921285246976,1747,991
667885044254572545,773,431
667878741721415682,372,108
667873844930215936,584,375
667866724293877760,2853,957
667861340749471744,230,74
667832474953625600,274,57
667806454573760512,987,452
667801013445750784,306,87
667793409583771648,654,308
667782464991965184,386,227
667773195014021121,218,48
667766675769573376,408,201
667728196545200128,356,143
667724302356258817,448,292
667550904950915073,0,31
667550882905632768,0,27
667549055577362432,5382,2083
667546741521195010,318,115
667544320556335104,806,490
667538891197542400,191,60
667534815156183040,764,485
667530908589760512,436,219
667524857454854144,1589,1038
667517642048163840,344,177
667509364010450944,6361,1967
667502640335572993,508,204
667495797102141441,487,245
667491009379606528,483,207
667470559035432960,235,89
667455448082227200,179,56
667453023279554560,291,81
667443425659232256,725,534
